nro;nombre_archivo;id_revista;revista;pais;macroarea;metodologia;titulo;anio;autores;doi;url_fulltext;disciplina;objetivo_general;frase_inferencia;frase_muestreo;tipo_estudio;enfoque_metodologico;diseno_estudio;tamano_muestra;es_cuantitativo_con_inferencia;muestreo_probabilistico;muestreo_no_probabilistico;declara_tipo_muestreo;declara_calculo_tamano_muestral;reporta_intervalos_confianza;extrapola_a_poblacion;advierte_limites_muestreo;aplica_muestreo_inferencial;clasificacion_inferencial;motivo_principal;nivel_confianza_clasificacion;incumple_inferencia;software_estadistico;comentario_metodologico;area;macroarea_final;origen;estado;ruta_pdf_ref;clasificacion_original;clasificacion_recheck;clasificacion_final;aplicable_final;_reconfirmado
72;02159_Revista_Brasileira_de_Terapia_2022.pdf;264.0;Revista Brasileira de Terapia Intensiva;Brasil;Ciencias de la Salud;Experimental + Estadística;Versão brasileira da Critical Care Functional Rehabilitation Outcome Measure: tradução, adaptação transcultural e avaliação das propriedades clinimétricas;2022.0;"Luiz Alberto Forgiarini Júnior; Brenda Lilja da Fontoura; Desirée Ribeiro Kobylinski; Soraia Genebra Ibrahim Forgiarini; Vinicius Maldaner";10.5935/0103-507x.20220025-pt;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2022000200272&tlng=pt;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02159_Revista_Brasileira_de_Terapia_2022.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
73;02161_Revista_Brasileira_de_Terapia_2021.pdf;264.0;Revista Brasileira de Terapia Intensiva;Brasil;Ciencias de la Salud;Experimental + Estadística;O valor de p é adequadamente interpretado pelos profissionais de terapia intensiva? Uma pesquisa on-line;2021.0;"Mauro Federico Andreu; Ladislao Pablo Diaz Ballve; Daniel Héctor Verdecchia; Agustina Maria Monzón; Tatiana Dias de Carvalho";10.5935/0103-507x.20210009;http://www.scielo.br/pdf/rbti/v33n1/en_0103-507X-rbti-33-01-0088.pdf;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02161_Revista_Brasileira_de_Terapia_2021.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
74;02162_Revista_Brasileira_de_Terapia_2021.pdf;264.0;Revista Brasileira de Terapia Intensiva;Brasil;Ciencias de la Salud;Experimental + Estadística;Driving pressure e mortalidade no trauma sem síndrome do desconforto respiratório agudo: estudo observacional prospectivo;2021.0;"Jairo Corrêa da Silveira Júnior; Eder Kröeff Cardoso; Marcelo de Mello Rieder";10.5935/0103-507x.20210033;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2021000200261&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02162_Revista_Brasileira_de_Terapia_2021.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
75;02164_Revista_Brasileira_de_Terapia_2021.pdf;264.0;Revista Brasileira de Terapia Intensiva;Brasil;Ciencias de la Salud;Experimental + Estadística;Preditores de doença arterial coronária em sobreviventes à parada cardíaca: angiografia coronária para todos? Uma análise retrospectiva em centro único;2021.0;"Joana Rigueira; Inês Aguiar-Ricardo; Pedro Carrilho-Ferreira; Miguel Nobre Menezes; Sara Pereira; Pedro S. Morais; Pedro Canas da Silva; Fausto J. Pinto";10.5935/0103-507x.20210032;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2021000200251&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02164_Revista_Brasileira_de_Terapia_2021.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
76;02165_Revista_Brasileira_de_Terapia_2021.pdf;264.0;Revista Brasileira de Terapia Intensiva;Brasil;Ciencias de la Salud;Experimental + Estadística;Ventilación no invasiva versus oxigenoterapia convencional tras fracaso de la extubación en pacientes de alto riesgo en una unidad de cuidados intensivos: un ensayo clínico pragmático;2021.0;"Alberto Belenguer-Muncharaz; Maria-Lidón Mateu-Campos; Bárbara Vidal-Tegedor; María-Desamparados Ferrándiz-Sellés; Maria-Luisa Micó-Gómez; Susana Altaba-Tena; María Arlandis-Tomás; Rosa Álvaro-Sánchez; Enver Rodríguez-Martínez; Jairo Rodríguez-Portillo";10.5935/0103-507x.20210059;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0103-507X2021000300362&tlng=es;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02165_Revista_Brasileira_de_Terapia_2021.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
77;02166_Revista_Ciência_Humanização_d_2025.pdf;266.0;Revista Ciência & Humanização do Hospital de Clínicas de Passo Fundo;Brasil;Ciencias de la Salud;Experimental + Estadística;Associação entre topodiagnóstico, comprometimento neurológico e disfagia em pacientes acometidos por acidente vascular cerebral isquêmico;2025.0;"Paola Coradi Guarnieri; Ronan Mattos Mezzalira; João Carlos Comel";10.61085/rechhc.v4i1.165;https://rechhc.com.br/index.php/rechhc/article/view/165;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02166_Revista_Ciência_Humanização_d_2025.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
78;02168_Revista_Ciência_Humanização_d_2025.pdf;266.0;Revista Ciência & Humanização do Hospital de Clínicas de Passo Fundo;Brasil;Ciencias de la Salud;Experimental + Estadística;Qualidade de vida e fatores associados em pacientes oncológicos e hematológicos hospitalizados ;2025.0;"Adrieli Cimarosti Borges; Carla Wouters Franco Rockenbach; Clairton de Oliveira Fontoura; Joanna Assumpção Thimoteo; Juliana Secchi Batista; Tamires Pinheiro";10.61085/rechhc.v4i1.143;https://rechhc.com.br/index.php/rechhc/article/view/143;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02168_Revista_Ciência_Humanização_d_2025.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
79;02169_Revista_Ciência_Humanização_d_2025.pdf;266.0;Revista Ciência & Humanização do Hospital de Clínicas de Passo Fundo;Brasil;Ciencias de la Salud;Experimental + Estadística;Perfil epidemiológico da sífilis em gestantes no Brasil entre 2017 e 2021;2025.0;"Diane Gabrieli Tonin; Cintia Bassani; Luciana Kase Tanno; Karla Gabriella Lunelli Nervo";10.61085/rechhc.v4i1.163;https://rechhc.com.br/index.php/rechhc/article/view/163;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02169_Revista_Ciência_Humanização_d_2025.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
80;02173_Revista_Ciência_Humanização_d_2023.pdf;266.0;Revista Ciência & Humanização do Hospital de Clínicas de Passo Fundo;Brasil;Ciencias de la Salud;Experimental + Estadística;Colecistite aguda durante a pandemia de Covid-19: Existiu alguma diferença?;2023.0;"Guilherme Kunkel da Costa; Jorge Roberto Marcante Carlotto ; Gustavo Olszanski Acrani";10.61085/rechhc.v3i1.129;https://rechhc.com.br/index.php/rechhc/article/view/129;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02173_Revista_Ciência_Humanização_d_2023.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
81;02180_Revista_Iberoamericana_de_Ciru_2024.pdf;269.0;Revista Iberoamericana de Cirugía de la Mano;Brasil;Ciencias de la Salud;Experimental + Estadística;Placa volar bloqueada en fracturas de radio distal: Técnica mínimamente invasiva <i>versus</i> técnica convencional;2024.0;"Luis Antonio Ruiz Villanueva; María Alejandra Ruiz Villanueva; Carmen Salvat Dávila; Noanca Alonso Fernández; Carlos Juárez Cordero; Juan Pablo Guzmán Zapata";10.1055/s-0044-1787131;http://www.thieme-connect.de/DOI/DOI?10.1055/s-0044-1787131;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02180_Revista_Iberoamericana_de_Ciru_2024.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
82;02182_Revista_Iberoamericana_de_Ciru_2023.pdf;269.0;Revista Iberoamericana de Cirugía de la Mano;Brasil;Ciencias de la Salud;Experimental + Estadística;Protocolo de tratamiento en terapia de mano tras la reconstrucción artroscópica del ligamento escafosemilunar basado en la patomecánica y control neuromuscular de la articulación escafosemilunar;2023.0;"Mireia Esplugas; Josep Maria Sole Artigau";10.1055/s-0043-1777113;http://www.thieme-connect.de/DOI/DOI?10.1055/s-0043-1777113;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02182_Revista_Iberoamericana_de_Ciru_2023.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
83;02190_Revista_Internacional_de_Educa_2025.pdf;270.0;Revista Internacional de Educação e Saúde;Brasil;Ciencias de la Salud;Experimental + Estadística;Frequência da lombalgia crônica e a qualidade de vida em docentes de uma universidade pública;2025.0;"Gabrieli Souza  dos Santos; Marcio Massao  Kawano ";10.17267/2594-7907ijeh.2025.e6433;https://journals.bahiana.edu.br/index.php/educacao/article/view/6433;;;;;;;;;;;SÃ­;;;;SÃ­;No;SÃ­;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02190_Revista_Internacional_de_Educa_2025.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
84;02193_Revista_Internacional_de_Educa_2025.pdf;270.0;Revista Internacional de Educação e Saúde;Brasil;Ciencias de la Salud;Experimental + Estadística;Artificial intelligence in health education: teachers’ and tech experts’ views on replacing teaching competencies;2025.0;"Ana Karolina Franco da Mota Dias; Thiago Santos de Melo; Katia de Miranda Avena; Bruno de Bezerril  Andrade; Luiz Fernando Quintanilha";10.17267/2594-7907ijeh.2025.e6382;https://journals.bahiana.edu.br/index.php/educacao/article/view/6382;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02193_Revista_Internacional_de_Educa_2025.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
85;02195_Revista_Internacional_de_Educa_2025.pdf;270.0;Revista Internacional de Educação e Saúde;Brasil;Ciencias de la Salud;Experimental + Estadística;Percepções e contribuições dos estudantes na aplicação e avaliação de um manual de semiologia médica;2025.0;"Carla Andréa Avelar Pires; Satomi Fujihara; Glória Calandrini  de Amorim; Edson Yasojima; Jacqueline  Caramori";10.17267/2594-7907ijeh.2025.e6260;https://journals.bahiana.edu.br/index.php/educacao/article/view/6260;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02195_Revista_Internacional_de_Educa_2025.pdf;Falla fuerte;Debilidad importante;Debilidad importante;True;True
86;02197_Revista_Pró-UniverSUS_2026.pdf;276.0;Revista Pró-UniverSUS;Brasil;Ciencias de la Salud;Experimental + Estadística;O impacto das mídias sociais na percepção materna sobre o uso do flúor estudo transversal;2026.0;"Vanêssa  Fazoli; Carla Cristina Neves Barbosa; José Carlos Pettorossi  Imparato; Danilo Antonio  Duarte";;https://editora.univassouras.edu.br/index.php/RPU/article/view/5811;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02197_Revista_Pró-UniverSUS_2026.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
87;02205_Revista_Pró-UniverSUS_2025.pdf;276.0;Revista Pró-UniverSUS;Brasil;Ciencias de la Salud;Experimental + Estadística;Alcool e drogas ilícitas: uma coorte entre os casos de tuberculose ;2025.0;"Mariana Bobato  Pulgatti; Arlindo Gonzaga  Branco Júnior; Nathalia Halax  Orfão";;https://editora.univassouras.edu.br/index.php/RPU/article/view/5551;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02205_Revista_Pró-UniverSUS_2025.pdf;Debilidad importante;Falla fuerte;Falla fuerte;True;True
88;02208_Revista_da_Sociedade_Brasileir_2022.pdf;279.0;Revista da Sociedade Brasileira de Medicina Tropical;Brasil;Ciencias de la Salud;Experimental + Estadística;HIV incidence estimates by sex and age group in the population aged 15 years or over, Brazil, 1986-2018;2022.0;"Célia Landmann Szwarcwald; Paulo Roberto Borges de Souza Júnior; Ana Roberta Pati Pascom; Ronaldo de Almeida Coelho; Rachel Abrahão Ribeiro; Giseli Nogueira Damacena; Deborah Carvalho Malta; Maria Cristina Pimenta; Gerson Fernandes Mendes Pereira";10.1590/0037-8682-0231-2021;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822022000500300&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02208_Revista_da_Sociedade_Brasileir_2022.pdf;Sin falla relevante;Falla fuerte;Falla fuerte;True;True
89;02209_Revista_da_Sociedade_Brasileir_2021.pdf;279.0;Revista da Sociedade Brasileira de Medicina Tropical;Brasil;Ciencias de la Salud;Experimental + Estadística;Borrelioses in Brazil: Is it time to consider tick-borne relapsing fever a neglected disease in Brazil?;2021.0;"Álvaro A. Faccini-Martínez; Sebastián Muñoz-Leal; Marcelo B. Labruna; Rodrigo Nogueira Angerami";10.1590/0037-8682-0443-2021;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S0037-86822021000100913&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02209_Revista_da_Sociedade_Brasileir_2021.pdf;Debilidad importante;Falla fuerte;Falla fuerte;True;True
90;02216_Revista_de_Ciências_da_Saúde_N_2021.pdf;280.0;Revista de Ciências da Saúde Nova Esperança;Brasil;Ciencias de la Salud;Experimental + Estadística;EFEITO AGUDO DO ALONGAMENTO ESTÁTICO E AQUECIMENTO ESPECÍFICO NO DESEMPENHO DO NÚMERO DE REPETIÇÕES E PERCEPÇÃO SUBJETIVA  DE ESFORÇO EM MULHERES;2021.0;"Vitor Correia Andrade; Júlio César Gomes Silva; Lucas Dantas Maia Forte; Gabriel Rodrigues Neto";10.17695/rcsnevol19n1p31-38;https://revista.facene.com.br/index.php/revistane/article/view/682;;;;;;;;;;;SÃ­;;;;SÃ­;SÃ­;SÃ­;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02216_Revista_de_Ciências_da_Saúde_N_2021.pdf;Debilidad importante;Falla fuerte;Falla fuerte;True;True
91;02219_Revista_de_Ciências_da_Saúde_N_2021.pdf;280.0;Revista de Ciências da Saúde Nova Esperança;Brasil;Ciencias de la Salud;Experimental + Estadística;QUALIDADE DE VIDA DE MULHERES APÓS HISTERECTOMIA RADICAL;2021.0;"Fabiana Rezer; Isabel Silva Oliveira; Wladimir Rodrigues Faustino";10.17695/rcsnevol19n3p195-203;https://revista.facene.com.br/index.php/revistane/article/view/720;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02219_Revista_de_Ciências_da_Saúde_N_2021.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
92;02221_Revista_de_Ciências_da_Saúde_N_2020.pdf;280.0;Revista de Ciências da Saúde Nova Esperança;Brasil;Ciencias de la Salud;Experimental + Estadística;PERCEPÇÃO E SATISFAÇÃO DA IMAGEM CORPORAL EM ESTUDANTES DE UM CENTRO UNIVERSITÁRIO DE RECIFE/PERNAMBUCO;2020.0;"Patrícia Vargas de Paiva Melo; Renata Adrielle Lima Vieira";10.17695/rcsnevol18n3p196-204;https://revista.facene.com.br/index.php/revistane/article/view/643/443;;;;;;;;;;;Sí;;;;Sí;No;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02221_Revista_de_Ciências_da_Saúde_N_2020.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
93;02225_Revista_de_Ciências_da_Saúde_N_2020.pdf;280.0;Revista de Ciências da Saúde Nova Esperança;Brasil;Ciencias de la Salud;Experimental + Estadística;INTERCORRÊNCIAS GRAVÍDICAS E RESULTADOS DO TESTE DO REFLEXO VERMELHO EM RECÉM-NASCIDOS;2020.0;"Airton Arison Rêgo Pinto; Fabíola Chaves Fontoura; Lucas Ramos da Costa; Adriana Lorrayny Barboza Pereira Ramos";10.17695/revcsnevol18n2p81-87;https://revista.facene.com.br/index.php/revistane/article/view/565/430;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02225_Revista_de_Ciências_da_Saúde_N_2020.pdf;Debilidad importante;Falla fuerte;Falla fuerte;True;True
6;02226_Revista_de_Odontologia_da_UNES_2026.pdf;281.0;Revista de Odontologia da UNESP;Brasil;Ciencias de la Salud;Experimental + Estadística;Risk classification in children with autism spectrum disorder and identification of potential for early tooth loss due to dental caries: an observational cross-sectional clinical study;2026.0;"Alessandra Marcondes ARANEGA; Daniela Atili BRANDIN; Caio Jesus de SOUZA; João Victor Soares RODRIGUES; Leticia Helena THEODORO";10.1590/1807-2577.20250039;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772025000100423&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02226_Revista_de_Odontologia_da_UNES_2026.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
2;02230_Revista_de_Odontologia_da_UNES_2025.pdf;281.0;Revista de Odontologia da UNESP;Brasil;Ciencias de la Salud;Experimental + Estadística;Salivary cortisol, job stress, and periodontal disease in nursing staff;2025.0;"Alessandra Arthuso ALVES; Arthur Maciel ARAUJO; Rebeca Ferreira BADARÓ; Maiara Campos Linhares SAMPAIO; Julia Saraiva de Almeida BARBOSA; Umberto Demoner RAMOS; Elizabeth Pimentel ROSETTI";10.1590/1807-2577.20250028;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772025000100409&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02230_Revista_de_Odontologia_da_UNES_2025.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
7;02231_Revista_de_Odontologia_da_UNES_2024.pdf;281.0;Revista de Odontologia da UNESP;Brasil;Ciencias de la Salud;Experimental + Estadística;Effects of an oxygen-releasing mouthwash for peri-implant health management. A pilot randomized controlled clinical trial;2024.0;"Caroline Paixão CUSTÓDIO; Rubens Moreno de FREITAS; Elcio MARCANTONIO JUNIOR; Rafael Scaf de MOLON; Valdir Gouveia GARCIA";10.1590/1807-2577.02124;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772024000100406&lng=en&tlng=en;;;;;;;;;;No;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02231_Revista_de_Odontologia_da_UNES_2024.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
94;02233_Revista_de_Odontologia_da_UNES_2024.pdf;281.0;Revista de Odontologia da UNESP;Brasil;Ciencias de la Salud;Experimental + Estadística;The role of non-surgical periodontal treatment in enhancing quality of life for hypertensive patients with periodontitis;2024.0;"João Victor Soares RODRIGUES; Mariella Boaretti DEROIDE; Amanda Paino SANT'ANA; Rafael Scaf DE MOLON; Leticia Helena THEODORO";10.1590/1807-2577.03024;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772024000100420&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;Sí;Sí;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02233_Revista_de_Odontologia_da_UNES_2024.pdf;Debilidad importante;Debilidad importante;Debilidad importante;True;True
8;02235_Revista_de_Odontologia_da_UNES_2024.pdf;281.0;Revista de Odontologia da UNESP;Brasil;Ciencias de la Salud;Experimental + Estadística;Sport dentistry: Brazilian athletes knowledge about dental trauma;2024.0;"Carolina dos Santos SANTINONI; Camila Caires DIAS; Letícia Vitória de Santana COTA; Yara Loyanne de Almeida Silva LEVI; Rosana Leal do PRADO; Juliane Avansini MARSICANO; Graziela Garrido MORI";10.1590/1807-2577.02824;http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1807-25772024000100419&lng=en&tlng=en;;;;;;;;;;;Sí;;;;Sí;No;Sí;Falla fuerte;;;SÃ­;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02235_Revista_de_Odontologia_da_UNES_2024.pdf;Falla fuerte;Falla fuerte;Falla fuerte;True;True
95;02238_Revista_de_Saúde_Pública_do_Pa_2025.pdf;283.0;Revista de Saúde Pública do Paraná;Brasil;Ciencias de la Salud;Experimental + Estadística;Impacto do esquema 3HP na completude do tratamento de ILTB em crianças e adolescentes;2025.0;"Isadora Durieux Lopes Destri; Emanuela Rocha Carvalho";10.32811/https://doi.org/10.32811/25954482-2025v8n2.1055;http://revista.escoladesaude.pr.gov.br/index.php/rspp/article/view/1055;;;;;;;;;;;SÃ­;;;;SÃ­;SÃ­;SÃ­;Debilidad importante;;;No;;;Ciencias de la Salud;Ciencias de la Salud;old_772;OK;g:\Mi unidad\DECENA_FACEN\04_INVESTIGACION_REPO\pdfs_articulos\02238_Revista_de_Saúde_Pública_do_Pa_2025.pdf;Falla fuerte;Debilidad importante;Debilidad importante;True;True
